UKT,NILAI UKT,PENGHASILAN AYAH,PENGHASILAN IBU,TOTAL PENGHASILAN,"Jumlah Anggota Keluarga (Ayah, Ibu dan Anak)",TOTAL PENGHASILAN/JUMLAH ANGGOTA KEL,STATUS AYAH,STATUS IBU,STATUS KIP,STATUS TDK MAMPU,STATUS KKS
4.0,2800000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,1
2.0,1925000.0,1000000,0,1000000,3.0,333333.3333,1,0,1,0,1
4.0,2800000.0,250000,500000,750000,5.0,150000.0,1,1,1,0,1
4.0,3600000.0,1700000,0,1700000,3.0,566666.6667,0,0,0,0,0
4.0,2800000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,0
4.0,2800000.0,1000000,0,1000000,8.0,125000.0,1,1,1,0,0
4.0,2800000.0,1500000,0,1500000,6.0,250000.0,1,1,0,0,0
4.0,3200000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
4.0,3600000.0,2000000,0,2000000,7.0,285714.2857,0,0,0,0,0
1.0,400000.0,0,1000000,1000000,6.0,166666.6667,0,1,1,0,0
2.0,1925000.0,1000000,0,1000000,7.0,142857.1429,1,1,0,0,0
2.0,2000000.0,1000000,0,1000000,4.0,250000.0,1,1,0,1,1
2.0,1925000.0,1500000,0,1500000,3.0,500000.0,1,1,1,0,1
3.0,2400000.0,2500000,0,2500000,4.0,625000.0,0,0,0,0,0
3.0,2550000.0,1000000,0,1000000,6.0,166666.6667,0,0,0,0,0
4.0,2800000.0,800000,0,800000,5.0,160000.0,1,1,0,0,0
3.0,2400000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
2.0,1925000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,0
2.0,1825000.0,0,0,0,7.0,0.0,0,0,0,0,0
4.0,2800000.0,2500000,0,2500000,5.0,500000.0,1,1,1,1,1
2.0,1925000.0,1000000,500000,1500000,4.0,375000.0,1,1,1,0,0
4.0,3200000.0,1000000,500000,1500000,5.0,300000.0,1,1,1,1,1
2.0,1825000.0,2000000,0,2000000,5.0,400000.0,1,1,1,0,1
2.0,1825000.0,0,0,0,5.0,0.0,0,0,0,0,0
2.0,1825000.0,700000,0,700000,3.0,233333.3333,1,1,1,0,0
2.0,2075000.0,1500000,0,1500000,7.0,214285.7143,1,1,0,0,1
3.0,2400000.0,800000,0,800000,7.0,114285.7143,0,0,1,0,0
2.0,1925000.0,1200000,300000,1500000,5.0,300000.0,1,1,1,0,0
4.0,2800000.0,3200640,0,3200640,4.0,800160.0,1,1,1,0,0
3.0,2400000.0,1500000,500000,2000000,6.0,333333.3333,1,1,0,0,1
4.0,3600000.0,0,500000,500000,3.0,166666.6667,0,1,1,0,1
4.0,3200000.0,1000000,0,1000000,5.0,200000.0,0,0,0,0,0
4.0,2800000.0,2500000,0,2500000,6.0,416666.6667,1,1,1,0,1
3.0,2400000.0,800000,0,800000,4.0,200000.0,1,1,0,0,0
4.0,3200000.0,2000000,0,2000000,5.0,400000.0,1,1,1,0,1
4.0,2800000.0,1500000,0,1500000,5.0,300000.0,0,0,1,0,1
3.0,2400000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,0
4.0,2800000.0,1300000,0,1300000,5.0,260000.0,1,1,1,0,1
3.0,2400000.0,5000000,0,5000000,5.0,1000000.0,1,1,1,0,1
2.0,1825000.0,800000,0,800000,4.0,200000.0,0,0,1,0,0
4.0,3200000.0,0,700000,700000,5.0,140000.0,1,1,1,0,1
2.0,1825000.0,2000000,0,2000000,5.0,400000.0,1,1,0,0,1
3.0,2600000.0,500000,0,500000,4.0,125000.0,0,0,0,0,0
2.0,1925000.0,1600000,0,1600000,4.0,400000.0,1,1,0,0,0
4.0,3200000.0,0,800000,800000,8.0,100000.0,1,1,1,0,1
4.0,3200000.0,0,1100000,1100000,6.0,183333.3333,0,0,0,0,0
4.0,2800000.0,2500000,0,2500000,7.0,357142.8571,0,0,0,0,0
4.0,3200000.0,2000000,0,2000000,4.0,500000.0,1,1,1,0,1
3.0,2400000.0,1800000,0,1800000,4.0,450000.0,1,1,1,0,1
4.0,3600000.0,1000000,0,1000000,4.0,250000.0,1,1,1,1,1
4.0,2800000.0,3200000,3200000,6400000,3.0,2133333.333,1,1,1,1,1
4.0,3200000.0,2500000,0,2500000,4.0,625000.0,1,1,1,0,1
4.0,2800000.0,1500000,0,1500000,6.0,250000.0,0,0,0,0,0
3.0,2400000.0,1000000,500000,1500000,5.0,300000.0,1,1,0,0,0
3.0,2400000.0,1000000,0,1000000,5.0,200000.0,0,0,0,0,0
4.0,2800000.0,0,3000000,3000000,5.0,600000.0,1,1,1,0,1
2.0,1825000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
2.0,1825000.0,400000,450000,850000,7.0,121428.5714,1,1,1,0,1
4.0,3200000.0,1000000,0,1000000,11.0,90909.09091,1,1,0,0,0
2.0,1825000.0,0,2500000,2500000,4.0,625000.0,0,1,1,0,1
4.0,2800000.0,2500000,0,2500000,4.0,625000.0,1,1,1,0,1
3.0,2350000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,0
4.0,3200000.0,0,0,0,5.0,0.0,1,1,1,1,1
4.0,3200000.0,4000000,0,4000000,5.0,800000.0,1,1,0,0,1
2.0,1825000.0,1000000,500000,1500000,5.0,300000.0,1,1,1,0,1
4.0,3600000.0,0,3000000,3000000,5.0,600000.0,0,1,1,0,1
3.0,2400000.0,2500000,0,2500000,9.0,277777.7778,1,1,1,0,1
4.0,3600000.0,750000,0,750000,4.0,187500.0,1,1,1,0,1
3.0,2400000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,1
3.0,2900000.0,1500000,0,1500000,5.0,300000.0,1,1,0,0,1
2.0,1825000.0,1000000,500000,1500000,7.0,214285.7143,0,0,0,0,0
5.0,3220000.0,2000000,0,2000000,6.0,333333.3333,1,1,1,0,1
4.0,4000000.0,3115400,0,3115400,3.0,1038466.667,1,1,1,0,1
2.0,1925000.0,1500000,0,1500000,3.0,500000.0,1,1,1,0,1
2.0,1825000.0,1400000,300000,1700000,9.0,188888.8889,1,1,1,0,1
2.0,1925000.0,1000000,0,1000000,5.0,200000.0,0,0,0,0,0
2.0,1825000.0,1000000,0,1000000,7.0,142857.1429,1,1,0,0,0
3.0,2600000.0,1500000,0,1500000,6.0,250000.0,1,1,0,0,0
3.0,2400000.0,1500000,0,1500000,5.0,300000.0,1,1,0,0,0
4.0,2800000.0,1000000,500000,1500000,7.0,214285.7143,1,1,1,0,0
2.0,1925000.0,2000000,0,2000000,6.0,333333.3333,1,1,1,0,1
4.0,3200000.0,3900000,0,3900000,6.0,650000.0,1,1,1,0,1
2.0,1825000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
3.0,2400000.0,500000,500000,1000000,4.0,250000.0,1,1,1,0,1
3.0,2400000.0,2000000,0,2000000,3.0,666666.6667,1,1,1,0,1
4.0,2800000.0,700000,0,700000,5.0,140000.0,1,1,0,0,1
3.0,2400000.0,0,500000,500000,5.0,100000.0,1,1,1,0,1
4.0,3200000.0,2000000,0,2000000,6.0,333333.3333,1,1,0,0,0
4.0,2800000.0,2000000,0,2000000,6.0,333333.3333,0,0,0,0,0
2.0,1825000.0,2000000,0,2000000,4.0,500000.0,1,1,1,0,1
4.0,2800000.0,2000000,0,2000000,4.0,500000.0,1,1,1,0,1
4.0,2800000.0,1500000,800000,2300000,6.0,383333.3333,1,1,1,1,1
2.0,1925000.0,0,0,0,6.0,0.0,1,1,1,1,1
2.0,1825000.0,1500000,1500000,3000000,7.0,428571.4286,1,1,1,0,1
4.0,3200000.0,0,0,0,5.0,0.0,1,1,1,0,1
4.0,3200000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,0
3.0,2400000.0,2150000,0,2150000,4.0,537500.0,1,1,1,0,1
3.0,2550000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,1
4.0,2800000.0,700000,0,700000,6.0,116666.6667,1,1,1,0,0
2.0,1925000.0,0,0,0,4.0,0.0,1,1,1,1,1
3.0,3250000.0,1700000,0,1700000,4.0,425000.0,1,1,0,0,0
4.0,3200000.0,0,0,0,11.0,0.0,1,1,1,1,1
4.0,2800000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,1
2.0,1825000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,0
2.0,1925000.0,1800000,0,1800000,7.0,257142.8571,1,1,0,0,0
1.0,400000.0,0,500000,500000,1.0,500000.0,0,0,0,0,0
2.0,1825000.0,1700000,0,1700000,7.0,242857.1429,1,1,0,0,0
2.0,1825000.0,1000000,500000,1500000,3.0,500000.0,0,0,0,0,0
2.0,1825000.0,1000000,0,1000000,5.0,200000.0,0,0,0,0,0
3.0,2400000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
4.0,3200000.0,1500000,0,1500000,4.0,375000.0,0,0,0,0,0
2.0,1825000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,0
3.0,2400000.0,1000000,0,1000000,6.0,166666.6667,1,1,1,0,0
1.0,400000.0,750000,0,750000,4.0,187500.0,1,1,1,0,1
3.0,2400000.0,1500000,0,1500000,8.0,187500.0,1,1,1,0,1
2.0,2000000.0,1500000,0,1500000,8.0,187500.0,1,1,0,0,1
1.0,400000.0,0,750000,750000,4.0,187500.0,0,1,0,0,1
4.0,3200000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
3.0,2400000.0,0,1500000,1500000,3.0,500000.0,0,1,1,0,1
4.0,2800000.0,2500000,0,2500000,4.0,625000.0,1,1,0,0,1
4.0,3200000.0,1000000,150000,1150000,4.0,287500.0,1,1,0,0,0
2.0,1825000.0,1000000,0,1000000,8.0,125000.0,1,1,1,0,0
3.0,2400000.0,1300000,0,1300000,5.0,260000.0,1,1,0,0,0
2.0,1825000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,0
4.0,3200000.0,2500000,0,2500000,5.0,500000.0,1,1,1,0,1
2.0,1825000.0,0,800000,800000,3.0,266666.6667,0,1,1,0,1
2.0,1825000.0,0,500000,500000,3.0,166666.6667,1,1,1,0,1
4.0,2800000.0,0,300000,300000,6.0,50000.0,0,1,0,0,0
4.0,3200000.0,0,0,0,8.0,0.0,0,0,0,0,0
2.0,1925000.0,1700000,0,1700000,4.0,425000.0,1,1,0,0,0
4.0,3200000.0,0,1500000,1500000,4.0,375000.0,0,0,0,0,0
2.0,2250000.0,2000000,0,2000000,5.0,400000.0,1,1,1,0,1
4.0,2800000.0,1500000,0,1500000,6.0,250000.0,1,1,0,0,0
2.0,1925000.0,500000,250000,750000,3.0,250000.0,1,1,1,0,1
2.0,1825000.0,1000000,0,1000000,5.0,200000.0,0,0,0,0,0
1.0,400000.0,0,700000,700000,5.0,140000.0,0,1,0,0,0
4.0,3200000.0,800000,0,800000,4.0,200000.0,0,0,0,0,0
3.0,2400000.0,1250000,1250000,2500000,4.0,625000.0,0,0,1,0,1
3.0,2750000.0,2000000,0,2000000,8.0,250000.0,1,1,1,0,1
4.0,3600000.0,3500000,0,3500000,5.0,700000.0,1,1,1,1,1
3.0,2400000.0,2000000,0,2000000,5.0,400000.0,1,1,0,0,1
4.0,3200000.0,1000000,500000,1500000,6.0,250000.0,1,1,0,0,1
2.0,1825000.0,1200000,0,1200000,5.0,240000.0,1,1,1,0,1
1.0,400000.0,0,0,0,7.0,0.0,0,0,0,0,0
2.0,1825000.0,1000000,0,1000000,5.0,200000.0,0,0,0,0,0
4.0,3200000.0,1200000,0,1200000,5.0,240000.0,1,1,1,0,1
2.0,1925000.0,800000,0,800000,6.0,133333.3333,1,1,1,0,0
4.0,3200000.0,1000000,0,1000000,7.0,142857.1429,0,0,0,0,0
4.0,3200000.0,3000000,0,3000000,6.0,500000.0,1,1,1,0,1
4.0,2800000.0,2000000,600000,2600000,4.0,650000.0,1,1,1,0,1
4.0,2800000.0,1000000,1000000,2000000,5.0,400000.0,0,0,0,0,0
4.0,3200000.0,1500000,800000,2300000,5.0,460000.0,1,1,1,0,1
1.0,400000.0,0,1823400,1823400,3.0,607800.0,0,1,1,0,1
2.0,1825000.0,750000,0,750000,6.0,125000.0,1,1,0,0,0
4.0,2800000.0,3500000,0,3500000,5.0,700000.0,1,1,0,0,0
4.0,3200000.0,2000000,0,2000000,5.0,400000.0,0,0,0,0,0
4.0,3600000.0,1500000,0,1500000,3.0,500000.0,1,1,0,0,1
2.0,1925000.0,0,1000000,1000000,5.0,200000.0,1,1,1,0,1
3.0,2600000.0,1500000,500000,2000000,6.0,333333.3333,1,1,1,0,1
4.0,3200000.0,2000000,0,2000000,6.0,333333.3333,1,1,1,0,1
3.0,2400000.0,0,1000000,1000000,5.0,200000.0,0,0,0,0,0
4.0,3200000.0,1700000,0,1700000,5.0,340000.0,0,0,0,0,0
4.0,3600000.0,2000000,0,2000000,5.0,400000.0,1,1,0,0,1
2.0,1925000.0,900000,0,900000,7.0,128571.4286,1,1,1,1,1
2.0,1825000.0,0,1000000,1000000,4.0,250000.0,0,1,1,0,0
4.0,3200000.0,2000000,0,2000000,6.0,333333.3333,1,0,1,0,1
2.0,1825000.0,1500000,0,1500000,3.0,500000.0,1,1,0,0,1
2.0,2000000.0,500000,0,500000,7.0,71428.57143,1,1,0,0,0
2.0,2000000.0,1000000,0,1000000,6.0,166666.6667,1,1,0,0,0
3.0,2600000.0,1000000,0,1000000,4.0,250000.0,0,0,0,0,0
4.0,3200000.0,3952000,0,3952000,4.0,988000.0,1,1,0,0,0
2.0,1825000.0,800000,300000,1100000,8.0,137500.0,1,1,1,0,0
4.0,2800000.0,500000,250000,750000,5.0,150000.0,1,1,1,0,1
4.0,2800000.0,1000000,0,1000000,4.0,250000.0,0,0,0,0,0
1.0,400000.0,0,1900000,1900000,4.0,475000.0,0,1,1,0,1
4.0,3200000.0,1800000,0,1800000,5.0,360000.0,1,1,0,0,1
4.0,3600000.0,0,1000000,1000000,6.0,166666.6667,1,1,1,0,1
2.0,2000000.0,700000,0,700000,6.0,116666.6667,1,0,1,0,1
4.0,3200000.0,0,0,0,5.0,0.0,1,1,1,1,1
3.0,2400000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,1
2.0,2000000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,1
2.0,1825000.0,1000000,0,1000000,4.0,250000.0,0,0,0,0,0
2.0,1825000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,0
4.0,3200000.0,2500000,0,2500000,7.0,357142.8571,1,1,1,0,1
2.0,1925000.0,0,1000000,1000000,4.0,250000.0,1,1,0,0,1
4.0,2800000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,1
1.0,400000.0,0,500000,500000,3.0,166666.6667,0,0,1,0,1
4.0,2800000.0,2000000,0,2000000,8.0,250000.0,0,0,0,0,0
4.0,2800000.0,150000,0,150000,6.0,25000.0,1,1,1,0,1
4.0,3600000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,1
4.0,2800000.0,750000,0,750000,4.0,187500.0,1,1,1,0,1
2.0,2250000.0,1000000,0,1000000,4.0,250000.0,0,0,0,0,0
4.0,3200000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,0
3.0,2400000.0,1200000,0,1200000,4.0,300000.0,1,1,1,0,1
2.0,1925000.0,700000,0,700000,4.0,175000.0,0,0,0,0,0
3.0,2550000.0,1500000,0,1500000,8.0,187500.0,1,1,0,0,0
4.0,2800000.0,2000000,0,2000000,4.0,500000.0,1,1,0,0,1
4.0,2800000.0,750000,0,750000,4.0,187500.0,1,1,1,0,1
3.0,2400000.0,1500000,0,1500000,6.0,250000.0,1,1,0,0,1
3.0,2400000.0,1000000,0,1000000,6.0,166666.6667,1,1,0,0,0
4.0,2800000.0,4562300,0,4562300,6.0,760383.3333,1,0,0,0,1
4.0,2800000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,1
4.0,3200000.0,2300000,0,2300000,4.0,575000.0,1,1,0,0,1
3.0,2400000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,0
3.0,2600000.0,2000000,0,2000000,3.0,666666.6667,1,1,1,0,0
4.0,3200000.0,2500000,0,2500000,5.0,500000.0,1,1,1,0,1
4.0,2800000.0,2000000,0,2000000,4.0,500000.0,1,1,1,0,1
2.0,1825000.0,500000,0,500000,4.0,125000.0,0,0,0,0,0
4.0,2800000.0,1000000,0,1000000,6.0,166666.6667,1,1,1,0,1
4.0,3200000.0,2000000,300000,2300000,6.0,383333.3333,1,1,0,0,0
4.0,3200000.0,2500000,0,2500000,6.0,416666.6667,1,1,1,0,1
2.0,2000000.0,800000,0,800000,6.0,133333.3333,1,1,0,0,0
2.0,1825000.0,700000,500000,1200000,5.0,240000.0,1,1,1,0,0
1.0,400000.0,0,500000,500000,3.0,166666.6667,0,0,0,0,0
1.0,400000.0,0,0,0,4.0,0.0,0,1,0,0,1
3.0,2600000.0,0,0,0,8.0,0.0,0,1,0,0,0
4.0,2800000.0,500000,0,500000,6.0,83333.33333,1,1,1,0,1
4.0,3200000.0,2000000,0,2000000,6.0,333333.3333,1,1,1,0,1
4.0,3200000.0,1000000,200000,1200000,4.0,300000.0,1,1,1,0,1
4.0,3200000.0,1200000,0,1200000,4.0,300000.0,0,0,0,0,0
4.0,3200000.0,2250000,0,2250000,3.0,750000.0,1,0,1,0,1
2.0,1825000.0,400000,0,400000,9.0,44444.44444,0,0,0,0,0
4.0,2800000.0,500000,0,500000,4.0,125000.0,1,1,1,0,1
4.0,2800000.0,0,1000000,1000000,6.0,166666.6667,1,1,1,0,0
3.0,2550000.0,2000000,0,2000000,5.0,400000.0,0,1,1,0,1
3.0,2400000.0,2383000,0,2383000,4.0,595750.0,1,1,1,0,1
3.0,2400000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,0
1.0,400000.0,750000,0,750000,4.0,187500.0,1,1,0,0,0
3.0,2600000.0,0,0,0,5.0,0.0,1,1,1,0,1
4.0,2800000.0,1500000,0,1500000,4.0,375000.0,0,0,0,0,0
3.0,2900000.0,1000000,0,1000000,6.0,166666.6667,1,1,0,0,0
4.0,3200000.0,1200000,0,1200000,4.0,300000.0,1,1,0,0,0
3.0,2600000.0,1200000,0,1200000,4.0,300000.0,0,0,0,0,0
4.0,3200000.0,2000000,0,2000000,4.0,500000.0,1,1,1,0,1
3.0,2600000.0,1200000,0,1200000,5.0,240000.0,1,1,1,0,1
3.0,2400000.0,600000,0,600000,5.0,120000.0,0,0,1,0,1
4.0,3600000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
2.0,2075000.0,0,0,0,4.0,0.0,0,0,1,0,1
2.0,1825000.0,900000,0,900000,4.0,225000.0,1,1,1,0,1
2.0,1925000.0,1800000,0,1800000,5.0,360000.0,1,1,1,0,0
4.0,3200000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,0
4.0,2800000.0,0,1500000,1500000,4.0,375000.0,1,1,1,0,1
2.0,1825000.0,0,2500000,2500000,8.0,312500.0,1,1,0,0,1
4.0,3200000.0,1200000,0,1200000,4.0,300000.0,1,1,0,0,0
2.0,1900000.0,1000000,0,1000000,3.0,333333.3333,1,1,0,0,0
4.0,2800000.0,1000000,0,1000000,6.0,166666.6667,0,0,0,0,0
2.0,1825000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,1
2.0,1825000.0,1500000,0,1500000,5.0,300000.0,1,1,0,0,0
2.0,1825000.0,800000,0,800000,5.0,160000.0,1,0,0,0,0
3.0,2400000.0,1000000,0,1000000,7.0,142857.1429,1,1,0,0,0
3.0,2400000.0,1000000,0,1000000,4.0,250000.0,1,1,0,0,0
4.0,2800000.0,500000,0,500000,5.0,100000.0,1,1,0,0,1
2.0,1925000.0,0,1000000,1000000,6.0,166666.6667,0,1,1,1,1
2.0,1825000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
3.0,2400000.0,1500000,0,1500000,8.0,187500.0,1,1,0,0,1
2.0,1925000.0,0,1000000,1000000,5.0,200000.0,0,1,1,0,0
4.0,2800000.0,500000,500000,1000000,3.0,333333.3333,1,1,0,0,0
3.0,2350000.0,2000000,0,2000000,8.0,250000.0,0,0,0,0,0
2.0,1825000.0,1000000,0,1000000,6.0,166666.6667,1,1,1,0,1
4.0,2800000.0,1000000,200000,1200000,5.0,240000.0,1,1,1,0,0
4.0,3200000.0,800000,0,800000,5.0,160000.0,1,1,1,0,1
2.0,1825000.0,1000000,0,1000000,4.0,250000.0,0,0,0,0,0
2.0,2075000.0,500000,0,500000,7.0,71428.57143,0,0,0,0,0
2.0,1825000.0,0,1500000,1500000,6.0,250000.0,1,1,0,0,0
3.0,2400000.0,800000,0,800000,5.0,160000.0,1,1,1,0,1
4.0,2800000.0,400000,250000,650000,6.0,108333.3333,1,1,1,0,0
4.0,3200000.0,2500000,0,2500000,4.0,625000.0,1,1,1,0,1
1.0,400000.0,1000000,300000,1300000,6.0,216666.6667,1,1,0,0,0
2.0,1825000.0,0,500000,500000,2.0,250000.0,0,0,1,0,1
3.0,2400000.0,2679000,0,2679000,4.0,669750.0,0,0,0,0,0
4.0,2800000.0,900000,0,900000,5.0,180000.0,1,1,0,0,1
4.0,2800000.0,500000,0,500000,4.0,125000.0,0,0,0,0,0
2.0,1825000.0,0,2000000,2000000,5.0,400000.0,1,1,1,0,1
4.0,2800000.0,0,0,0,6.0,0.0,0,1,1,0,0
2.0,1925000.0,2000000,0,2000000,6.0,333333.3333,1,1,0,0,1
2.0,1825000.0,0,500000,500000,5.0,100000.0,0,1,1,0,1
3.0,2400000.0,0,0,0,4.0,0.0,1,1,1,1,1
4.0,3200000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,1
2.0,1825000.0,1200000,0,1200000,4.0,300000.0,1,1,1,0,1
6.0,4200000.0,800000,300000,1100000,6.0,183333.3333,0,0,0,0,0
4.0,4000000.0,1500000,0,1500000,4.0,375000.0,1,1,1,1,1
4.0,3200000.0,0,0,0,6.0,0.0,1,1,1,0,0
3.0,2400000.0,2900000,0,2900000,5.0,580000.0,1,1,1,0,1
2.0,1825000.0,800000,0,800000,6.0,133333.3333,1,1,1,0,1
2.0,1825000.0,1000000,0,1000000,6.0,166666.6667,0,0,0,0,0
3.0,2400000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,0
2.0,1825000.0,825000,0,825000,5.0,165000.0,1,1,0,0,0
3.0,2400000.0,700000,0,700000,6.0,116666.6667,1,1,0,0,0
4.0,3200000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,1
1.0,400000.0,0,300000,300000,4.0,75000.0,0,0,0,0,0
4.0,2800000.0,500000,0,500000,3.0,166666.6667,0,1,1,0,0
3.0,2400000.0,1500000,0,1500000,5.0,300000.0,1,1,0,0,0
2.0,1825000.0,1500000,0,1500000,7.0,214285.7143,1,1,1,0,1
4.0,3200000.0,2000000,0,2000000,6.0,333333.3333,1,1,1,0,1
4.0,3200000.0,1000000,0,1000000,4.0,250000.0,1,1,0,0,0
2.0,1825000.0,800000,0,800000,6.0,133333.3333,1,1,1,0,0
2.0,1825000.0,300000,0,300000,3.0,100000.0,1,1,0,0,1
4.0,3200000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,1
2.0,1825000.0,0,1000000,1000000,2.0,500000.0,0,0,0,0,0
4.0,2800000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,0
2.0,1925000.0,750000,0,750000,6.0,125000.0,1,1,0,0,0
2.0,1825000.0,0,2500000,2500000,8.0,312500.0,1,1,0,0,1
2.0,1825000.0,1000000,0,1000000,8.0,125000.0,1,1,1,0,0
3.0,2400000.0,2000000,0,2000000,5.0,400000.0,0,0,0,0,0
4.0,3200000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,0
3.0,2750000.0,2000000,0,2000000,5.0,400000.0,1,1,0,0,0
2.0,2000000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,0
3.0,2400000.0,2000000,0,2000000,5.0,400000.0,1,1,0,0,0
4.0,2800000.0,1000000,0,1000000,7.0,142857.1429,1,1,0,0,1
4.0,2800000.0,4000000,0,4000000,7.0,571428.5714,0,0,0,0,0
2.0,1825000.0,1000000,0,1000000,5.0,200000.0,0,0,0,0,0
2.0,1925000.0,1500000,0,1500000,5.0,300000.0,1,1,0,0,0
4.0,3200000.0,1000000,200000,1200000,4.0,300000.0,0,0,0,0,0
3.0,2400000.0,1500000,0,1500000,6.0,250000.0,1,1,0,0,0
4.0,2800000.0,800000,700000,1500000,4.0,375000.0,1,1,1,0,0
4.0,3200000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,0
1.0,400000.0,0,1000000,1000000,3.0,333333.3333,0,1,0,0,0
4.0,2800000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,1
2.0,1925000.0,1500000,0,1500000,4.0,375000.0,1,0,0,0,0
4.0,3200000.0,3000000,0,3000000,5.0,600000.0,1,1,1,0,1
3.0,2400000.0,1500000,500000,2000000,6.0,333333.3333,1,1,1,0,0
2.0,2000000.0,750000,0,750000,4.0,187500.0,1,1,1,0,1
5.0,3680000.0,2000000,0,2000000,6.0,333333.3333,1,1,0,0,0
4.0,3200000.0,2000000,0,2000000,8.0,250000.0,0,0,0,0,0
2.0,1925000.0,1500000,0,1500000,11.0,136363.6364,0,0,0,0,0
3.0,2750000.0,2200000,0,2200000,5.0,440000.0,1,1,1,0,0
4.0,2800000.0,1300000,0,1300000,6.0,216666.6667,0,0,0,0,0
4.0,3200000.0,2000000,0,2000000,5.0,400000.0,0,0,0,0,0
2.0,1825000.0,1000000,500000,1500000,4.0,375000.0,1,1,1,0,1
4.0,3200000.0,1000000,200000,1200000,6.0,200000.0,1,1,0,0,0
4.0,3200000.0,1000000,0,1000000,7.0,142857.1429,1,1,1,0,1
3.0,2600000.0,2000000,0,2000000,6.0,333333.3333,1,1,0,0,1
3.0,2600000.0,0,0,0,3.0,0.0,1,1,0,0,1
2.0,1925000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
4.0,3200000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,1
4.0,3200000.0,2000000,0,2000000,7.0,285714.2857,1,1,1,1,1
2.0,1825000.0,1000000,0,1000000,7.0,142857.1429,1,1,1,0,0
3.0,2600000.0,1500000,0,1500000,5.0,300000.0,1,1,0,0,0
1.0,400000.0,0,1200000,1200000,3.0,400000.0,0,1,1,1,1
3.0,2400000.0,1800000,0,1800000,5.0,360000.0,1,1,0,0,1
4.0,3200000.0,0,0,0,5.0,0.0,1,1,0,0,0
2.0,1825000.0,0,700000,700000,3.0,233333.3333,1,1,1,0,1
4.0,3200000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,0
4.0,2800000.0,1000000,500000,1500000,2.0,750000.0,0,1,1,0,1
3.0,2600000.0,1000000,0,1000000,4.0,250000.0,1,1,0,0,1
2.0,1925000.0,1000000,1000000,2000000,5.0,400000.0,1,1,1,0,1
4.0,3200000.0,0,0,0,2.0,0.0,0,1,1,0,1
3.0,2600000.0,3000000,0,3000000,7.0,428571.4286,1,1,0,0,0
2.0,1925000.0,1200000,0,1200000,6.0,200000.0,1,1,1,0,1
4.0,3200000.0,3300000,1000000,4300000,5.0,860000.0,1,1,1,1,1
4.0,3200000.0,1500000,500000,2000000,9.0,222222.2222,1,1,1,0,0
1.0,400000.0,0,500000,500000,3.0,166666.6667,0,1,1,0,1
3.0,2400000.0,500000,500000,1000000,6.0,166666.6667,1,1,1,0,1
2.0,1925000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,1
4.0,3200000.0,2763400,0,2763400,4.0,690850.0,1,1,1,0,1
4.0,2800000.0,1000000,500000,1500000,6.0,250000.0,1,1,1,0,1
4.0,3600000.0,0,1000000,1000000,4.0,250000.0,1,1,1,0,1
