UKT,NILAI UKT,PENGHASILAN AYAH,PENGHASILAN IBU,TOTAL PENGHASILAN,"Jumlah Anggota Keluarga (Ayah, Ibu dan Anak)",TOTAL PENGHASILAN/JUMLAH ANGGOTA KEL,STATUS AYAH,STATUS IBU,STATUS KIP,STATUS TDK MAMPU,STATUS KKS
4.0,3200000.0,4000000,0,4000000,6.0,666666.6667,1,1,1,0,1
4.0,3200000.0,1500000,2000000,3500000,5.0,700000.0,1,1,0,0,0
3.0,2400000.0,357142,0,357142,7.0,51020.28571,1,1,1,0,1
4.0,3200000.0,800000,0,800000,5.0,160000.0,1,1,1,0,1
4.0,3600000.0,1000000,500000,1500000,4.0,375000.0,1,1,0,0,0
4.0,2800000.0,1500000,0,1500000,6.0,250000.0,1,1,0,0,0
4.0,2800000.0,500000,0,500000,6.0,83333.33333,0,0,0,0,0
4.0,2800000.0,0,0,0,4.0,0.0,1,1,0,0,1
3.0,2600000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,0
1.0,400000.0,500000,0,500000,6.0,83333.33333,1,1,0,0,0
3.0,2550000.0,1617000,0,1617000,6.0,269500.0,1,1,1,0,1
1.0,400000.0,0,500000,500000,6.0,83333.33333,0,1,1,0,1
4.0,3600000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,1
4.0,2800000.0,2000000,0,2000000,8.0,250000.0,0,0,0,0,0
4.0,3200000.0,1500000,1500000,3000000,4.0,750000.0,0,0,0,0,0
4.0,3600000.0,1000000,0,1000000,3.0,333333.3333,0,0,0,0,0
3.0,2600000.0,1000000,500000,1500000,6.0,250000.0,1,1,1,0,0
1.0,400000.0,1000000,250000,1250000,4.0,312500.0,1,1,0,0,0
2.0,1925000.0,1300000,0,1300000,7.0,185714.2857,0,0,0,0,0
4.0,3200000.0,2500000,0,2500000,5.0,500000.0,0,0,0,0,0
4.0,3200000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,0
4.0,2800000.0,1000000,0,1000000,6.0,166666.6667,0,0,0,0,0
3.0,2600000.0,3648000,0,3648000,5.0,729600.0,1,1,1,0,1
3.0,2600000.0,2500000,500000,3000000,4.0,750000.0,1,1,1,0,1
4.0,3600000.0,800000,0,800000,5.0,160000.0,1,1,0,0,1
2.0,1825000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,0
6.0,4200000.0,4000000,4000000,8000000,8.0,1000000.0,0,0,0,0,0
2.0,1825000.0,1000000,500000,1500000,5.0,300000.0,1,1,1,0,1
2.0,2000000.0,0,300000,300000,4.0,75000.0,0,1,0,0,0
4.0,3200000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,0
4.0,3600000.0,2500000,0,2500000,7.0,357142.8571,1,1,1,0,1
3.0,2400000.0,1700000,0,1700000,5.0,340000.0,1,1,1,0,1
4.0,3200000.0,0,800000,800000,6.0,133333.3333,0,1,1,0,0
4.0,3200000.0,1000000,0,1000000,5.0,200000.0,1,0,0,0,0
4.0,3600000.0,1000000,0,1000000,4.0,250000.0,1,1,0,0,0
4.0,3200000.0,1000000,500000,1500000,6.0,250000.0,0,0,0,0,0
1.0,400000.0,0,1200000,1200000,5.0,240000.0,0,1,1,0,0
2.0,1925000.0,242407,0,242407,5.0,48481.4,1,1,1,1,1
4.0,3200000.0,1500000,1000000,2500000,5.0,500000.0,1,1,0,0,0
3.0,2600000.0,5000000,0,5000000,5.0,1000000.0,1,1,1,1,1
3.0,2600000.0,1200000,0,1200000,3.0,400000.0,1,1,1,0,0
2.0,2000000.0,0,0,0,6.0,0.0,1,1,1,0,1
4.0,2800000.0,0,1500000,1500000,4.0,375000.0,1,1,1,0,0
4.0,3200000.0,2000000,0,2000000,6.0,333333.3333,1,1,1,0,1
2.0,1825000.0,0,1500000,1500000,3.0,500000.0,1,0,1,0,1
2.0,1925000.0,1000000,0,1000000,5.0,200000.0,0,0,0,0,0
4.0,2800000.0,2500000,0,2500000,9.0,277777.7778,1,1,0,0,0
3.0,2600000.0,1250000,0,1250000,5.0,250000.0,1,1,1,0,1
2.0,1925000.0,0,0,0,7.0,0.0,0,0,0,0,0
3.0,2750000.0,2500000,0,2500000,4.0,625000.0,1,1,1,0,1
4.0,3200000.0,1500000,0,1500000,5.0,300000.0,1,1,0,0,0
2.0,1925000.0,1000000,0,1000000,3.0,333333.3333,1,1,1,0,1
4.0,3200000.0,1000000,500000,1500000,6.0,250000.0,1,1,0,0,0
4.0,3200000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,1
4.0,3200000.0,2000000,0,2000000,4.0,500000.0,1,1,1,0,1
4.0,2800000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,0
4.0,3200000.0,2878053,1050000,3928053,6.0,654675.5,1,1,1,0,1
2.0,1925000.0,1000000,0,1000000,9.0,111111.1111,1,1,1,0,0
2.0,1900000.0,600000,0,600000,4.0,150000.0,1,1,0,0,0
3.0,2600000.0,0,0,0,5.0,0.0,1,1,1,0,1
4.0,3200000.0,2000000,0,2000000,5.0,400000.0,1,1,0,0,0
4.0,3200000.0,3000000,0,3000000,7.0,428571.4286,1,1,1,0,1
2.0,1825000.0,0,0,0,3.0,0.0,0,1,1,0,1
4.0,2800000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,1
4.0,2800000.0,0,0,0,6.0,0.0,0,0,0,0,0
2.0,1825000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
2.0,1925000.0,1700000,0,1700000,5.0,340000.0,1,1,1,0,1
3.0,2400000.0,0,1000000,1000000,4.0,250000.0,0,1,1,0,1
3.0,2750000.0,2500000,0,2500000,7.0,357142.8571,1,1,1,0,1
4.0,3200000.0,1500000,0,1500000,5.0,300000.0,1,1,0,0,0
4.0,2800000.0,0,0,0,4.0,0.0,1,1,1,0,1
2.0,1825000.0,0,1500000,1500000,5.0,300000.0,1,1,1,0,1
3.0,2400000.0,700000,0,700000,6.0,116666.6667,1,1,1,0,1
3.0,2600000.0,350000,0,350000,5.0,70000.0,1,1,1,1,1
2.0,1825000.0,1800000,0,1800000,8.0,225000.0,1,1,1,0,0
3.0,2600000.0,3000000,100000,3100000,6.0,516666.6667,1,1,0,0,0
4.0,2800000.0,2500000,0,2500000,6.0,416666.6667,1,1,1,1,1
4.0,3200000.0,0,1500000,1500000,4.0,375000.0,1,1,1,0,0
2.0,1925000.0,2000000,0,2000000,3.0,666666.6667,1,1,0,0,0
4.0,2800000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,0
4.0,3200000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,0
2.0,1925000.0,700000,0,700000,6.0,116666.6667,1,1,1,0,1
4.0,3600000.0,1000000,1000000,2000000,2.0,1000000.0,0,1,0,0,1
4.0,3200000.0,2000000,0,2000000,5.0,400000.0,1,1,1,0,1
2.0,1925000.0,2000000,0,2000000,2.0,1000000.0,1,1,1,0,0
5.0,3220000.0,1000000,0,1000000,8.0,125000.0,1,1,0,0,0
4.0,3200000.0,1500000,0,1500000,5.0,300000.0,1,0,1,0,1
2.0,2000000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,1
3.0,2600000.0,2000000,500000,2500000,6.0,416666.6667,1,1,1,1,1
4.0,3200000.0,1200000,0,1200000,8.0,150000.0,0,0,0,0,0
3.0,2600000.0,1500000,0,1500000,5.0,300000.0,0,0,0,0,0
1.0,400000.0,0,2000000,2000000,3.0,666666.6667,0,1,1,0,1
4.0,3200000.0,1000000,8000001,9000001,7.0,1285714.429,1,1,1,1,1
3.0,2600000.0,2500000,0,2500000,4.0,625000.0,1,1,1,1,1
4.0,3600000.0,2000000,2000000,4000000,9.0,444444.4444,0,0,0,0,0
3.0,2400000.0,2500000,0,2500000,3.0,833333.3333,0,0,0,0,0
4.0,2800000.0,1000000,0,1000000,5.0,200000.0,1,1,1,1,1
2.0,1825000.0,2000000,0,2000000,5.0,400000.0,1,1,0,0,0
3.0,1650000.0,500000,300000,800000,8.0,100000.0,1,1,1,0,1
4.0,3200000.0,1000000,1100000,2100000,8.0,262500.0,1,1,1,0,1
3.0,2400000.0,2500000,0,2500000,4.0,625000.0,1,1,1,0,1
4.0,3600000.0,1000000,0,1000000,4.0,250000.0,1,1,0,0,1
2.0,1925000.0,1000000,0,1000000,7.0,142857.1429,0,0,0,0,0
2.0,2075000.0,2000000,0,2000000,4.0,500000.0,1,1,1,0,1
4.0,3200000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,1
4.0,3200000.0,1500000,0,1500000,5.0,300000.0,1,1,0,0,0
2.0,1900000.0,800000,500000,1300000,5.0,260000.0,1,1,1,0,1
1.0,400000.0,0,0,0,5.0,0.0,1,1,1,1,1
4.0,2800000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,1
3.0,2400000.0,1500000,0,1500000,3.0,500000.0,1,1,1,0,1
1.0,400000.0,1000000,0,1000000,9.0,111111.1111,1,1,1,0,0
3.0,2550000.0,0,0,0,4.0,0.0,1,1,1,1,1
4.0,3200000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,1
3.0,2400000.0,1000000,500000,1500000,5.0,300000.0,1,1,0,0,0
4.0,2800000.0,0,0,0,4.0,0.0,1,1,0,0,0
2.0,1825000.0,2000000,0,2000000,5.0,400000.0,1,1,0,0,0
4.0,3200000.0,1000000,500000,1500000,4.0,375000.0,1,1,0,0,1
2.0,1925000.0,1500000,400000,1900000,6.0,316666.6667,0,0,0,0,1
1.0,400000.0,0,1000000,1000000,4.0,250000.0,0,1,1,0,1
4.0,3600000.0,2000000,300000,2300000,6.0,383333.3333,1,1,1,1,1
3.0,2400000.0,1600000,0,1600000,6.0,266666.6667,1,1,1,0,1
2.0,1825000.0,500000,0,500000,6.0,83333.33333,0,0,0,0,0
3.0,2400000.0,1500000,0,1500000,7.0,214285.7143,1,1,0,0,0
2.0,1925000.0,800000,0,800000,5.0,160000.0,1,1,1,0,1
4.0,2800000.0,2000000,0,2000000,3.0,666666.6667,1,1,1,0,1
4.0,3600000.0,2500000,0,2500000,5.0,500000.0,0,0,0,0,0
1.0,400000.0,500000,0,500000,3.0,166666.6667,1,1,1,0,0
2.0,2000000.0,0,2000000,2000000,3.0,666666.6667,0,1,1,0,1
2.0,1825000.0,800000,0,800000,4.0,200000.0,1,1,1,0,1
1.0,400000.0,0,750000,750000,6.0,125000.0,0,1,0,0,0
4.0,2800000.0,0,0,0,5.0,0.0,1,1,1,0,1
2.0,2000000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,1
2.0,1825000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,1
4.0,4000000.0,0,700000,700000,3.0,233333.3333,1,1,1,0,0
4.0,2800000.0,3700000,0,3700000,5.0,740000.0,1,1,1,0,1
2.0,1825000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,0
2.0,1925000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,0
3.0,2400000.0,2000000,0,2000000,8.0,250000.0,0,0,0,0,0
1.0,400000.0,0,0,0,9.0,0.0,0,0,1,0,1
4.0,2800000.0,0,1000000,1000000,3.0,333333.3333,0,1,0,0,1
2.0,1925000.0,0,1000000,1000000,3.0,333333.3333,0,0,0,0,0
3.0,2400000.0,2000000,0,2000000,4.0,500000.0,1,1,1,0,1
4.0,3600000.0,3966400,0,3966400,4.0,991600.0,1,1,1,0,1
4.0,4000000.0,1800000,0,1800000,5.0,360000.0,0,0,0,0,0
4.0,2800000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,1
2.0,1825000.0,1500000,0,1500000,5.0,300000.0,0,0,0,0,0
3.0,2600000.0,1500000,0,1500000,4.0,375000.0,1,1,1,1,1
2.0,1925000.0,850000,500000,1350000,7.0,192857.1429,1,1,1,0,1
4.0,3200000.0,2600000,0,2600000,5.0,520000.0,1,1,0,0,1
2.0,1825000.0,0,0,0,7.0,0.0,1,1,1,1,1
4.0,3600000.0,2500000,0,2500000,5.0,500000.0,0,0,0,0,0
3.0,2350000.0,0,0,0,4.0,0.0,1,1,1,0,1
4.0,2800000.0,1500000,0,1500000,6.0,250000.0,1,1,0,0,1
1.0,400000.0,500000,0,500000,6.0,83333.33333,0,0,0,0,0
4.0,3600000.0,3500000,0,3500000,5.0,700000.0,1,1,0,0,0
2.0,1825000.0,1500000,0,1500000,6.0,250000.0,1,1,0,0,1
4.0,2800000.0,2000000,500000,2500000,5.0,500000.0,1,1,1,0,1
2.0,1925000.0,0,0,0,4.0,0.0,0,1,1,0,1
4.0,2800000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
4.0,3200000.0,1482750,0,1482750,4.0,370687.5,1,1,0,0,0
4.0,3200000.0,2000000,500000,2500000,5.0,500000.0,1,1,1,1,1
2.0,1800000.0,1200000,0,1200000,4.0,300000.0,1,1,1,0,1
3.0,2750000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,0
6.0,4200000.0,150000,5000000,5150000,7.0,735714.2857,1,1,1,0,1
4.0,2800000.0,0,850000,850000,6.0,141666.6667,1,1,1,0,1
5.0,3220000.0,0,850000,850000,2.0,425000.0,0,1,0,0,1
1.0,400000.0,0,750000,750000,2.0,375000.0,0,0,0,0,0
4.0,3600000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,1
2.0,1825000.0,1200000,0,1200000,3.0,400000.0,1,1,0,0,0
2.0,2000000.0,1000000,0,1000000,6.0,166666.6667,1,1,0,0,0
1.0,400000.0,2500000,0,2500000,6.0,416666.6667,1,1,1,0,1
4.0,2800000.0,900000,500000,1400000,7.0,200000.0,1,1,0,0,0
4.0,3200000.0,2500000,0,2500000,4.0,625000.0,1,1,1,0,1
3.0,2900000.0,1500000,0,1500000,4.0,375000.0,1,0,1,0,1
4.0,3600000.0,1000000,0,1000000,5.0,200000.0,1,1,1,1,1
2.0,1825000.0,1000000,0,1000000,4.0,250000.0,1,1,0,0,1
1.0,400000.0,0,500000,500000,2.0,250000.0,1,1,1,0,1
4.0,3200000.0,1000000,0,1000000,6.0,166666.6667,1,1,0,0,0
2.0,2075000.0,1000000,500000,1500000,4.0,375000.0,1,1,1,0,1
3.0,2400000.0,500000,0,500000,8.0,62500.0,1,1,1,1,1
3.0,2400000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
2.0,1825000.0,2200000,0,2200000,5.0,440000.0,1,1,1,0,1
4.0,4000000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,1
2.0,1925000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
4.0,2800000.0,1500000,1000000,2500000,4.0,625000.0,1,1,1,0,0
4.0,3200000.0,1000000,0,1000000,6.0,166666.6667,1,1,1,0,1
4.0,3200000.0,0,500000,500000,3.0,166666.6667,0,0,0,0,0
3.0,2600000.0,1800000,0,1800000,5.0,360000.0,1,1,1,0,1
2.0,1825000.0,1000000,0,1000000,7.0,142857.1429,1,1,1,0,0
1.0,400000.0,1500000,0,1500000,6.0,250000.0,0,1,1,0,1
2.0,1825000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,1
4.0,2800000.0,1000000,0,1000000,7.0,142857.1429,1,1,1,0,1
2.0,1825000.0,800000,0,800000,6.0,133333.3333,1,1,1,1,1
1.0,400000.0,0,0,0,4.0,0.0,0,1,0,0,0
2.0,1925000.0,2100000,0,2100000,7.0,300000.0,1,1,0,0,1
3.0,2750000.0,2500000,0,2500000,5.0,500000.0,1,1,1,0,1
4.0,2800000.0,0,1000000,1000000,8.0,125000.0,0,1,1,0,0
2.0,1825000.0,2000000,0,2000000,5.0,400000.0,1,1,1,0,1
4.0,2800000.0,800000,0,800000,6.0,133333.3333,1,1,1,0,0
2.0,1825000.0,1800000,0,1800000,5.0,360000.0,1,1,0,0,0
4.0,3200000.0,1500000,200000,1700000,5.0,340000.0,1,1,0,0,1
2.0,2075000.0,1000000,0,1000000,4.0,250000.0,1,1,0,0,1
3.0,2600000.0,1000000,1000000,2000000,5.0,400000.0,1,1,0,0,0
2.0,1925000.0,2700000,0,2700000,4.0,675000.0,1,1,0,0,1
4.0,3200000.0,1000000,0,1000000,8.0,125000.0,1,1,0,0,1
4.0,3200000.0,1700000,0,1700000,5.0,340000.0,1,1,0,0,1
2.0,1925000.0,1000000,0,1000000,6.0,166666.6667,1,1,0,0,0
4.0,3200000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,1
4.0,2800000.0,1500000,0,1500000,6.0,250000.0,1,1,0,0,1
3.0,2400000.0,900000,0,900000,6.0,150000.0,1,1,0,0,0
3.0,2400000.0,0,500000,500000,6.0,83333.33333,1,1,0,0,1
3.0,2750000.0,2000000,0,2000000,5.0,400000.0,1,1,0,0,1
4.0,3200000.0,1775000,0,1775000,5.0,355000.0,1,1,0,0,1
2.0,1925000.0,800000,100000,900000,6.0,150000.0,1,1,0,0,1
2.0,1925000.0,960000,0,960000,5.0,192000.0,1,1,0,0,1
3.0,2600000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,0
2.0,1825000.0,0,1200000,1200000,2.0,600000.0,1,1,0,0,1
3.0,2400000.0,0,1000000,1000000,3.0,333333.3333,1,1,0,0,1
4.0,2800000.0,400000,0,400000,5.0,80000.0,1,1,0,0,0
3.0,2400000.0,500000,200000,700000,6.0,116666.6667,1,1,0,0,0
3.0,2600000.0,0,0,0,7.0,0.0,1,1,0,0,1
5.0,3680000.0,5000000,0,5000000,4.0,1250000.0,1,1,0,0,1
2.0,1925000.0,1000000,0,1000000,4.0,250000.0,1,1,0,0,0
1.0,400000.0,0,700000,700000,7.0,100000.0,0,1,0,0,1
4.0,2800000.0,2500000,0,2500000,7.0,357142.8571,1,1,1,0,0
3.0,2600000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,0
2.0,1825000.0,1500000,0,1500000,7.0,214285.7143,1,1,0,0,0
2.0,1825000.0,750000,0,750000,4.0,187500.0,1,1,0,0,0
3.0,2400000.0,1000000,0,1000000,6.0,166666.6667,1,1,1,0,1
1.0,400000.0,0,0,0,4.0,0.0,0,1,1,0,1
4.0,2800000.0,1000000,0,1000000,5.0,200000.0,1,1,0,1,1
2.0,1825000.0,1000000,0,1000000,4.0,250000.0,1,1,0,0,0
3.0,2600000.0,1200000,0,1200000,6.0,200000.0,1,1,1,0,1
4.0,3200000.0,2000000,0,2000000,5.0,400000.0,1,1,1,0,1
4.0,3200000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,1
2.0,2075000.0,1000000,0,1000000,3.0,333333.3333,1,1,1,0,1
3.0,2400000.0,2000000,0,2000000,5.0,400000.0,1,1,1,0,1
3.0,2400000.0,1000000,0,1000000,6.0,166666.6667,1,1,1,0,0
3.0,2400000.0,1000000,700000,1700000,7.0,242857.1429,1,1,0,0,1
2.0,1925000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,1
3.0,2600000.0,800000,0,800000,5.0,160000.0,1,1,1,1,1
4.0,2800000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,1
2.0,2075000.0,2500000,0,2500000,4.0,625000.0,1,1,1,0,1
4.0,2800000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,1
3.0,2400000.0,2000000,2000000,4000000,4.0,1000000.0,1,1,1,0,1
3.0,2400000.0,1800000,0,1800000,4.0,450000.0,1,1,0,0,1
2.0,1925000.0,900000,0,900000,4.0,225000.0,1,1,1,0,1
4.0,2800000.0,1300000,0,1300000,3.0,433333.3333,1,1,1,0,0
2.0,1925000.0,700000,0,700000,6.0,116666.6667,1,1,0,0,1
2.0,1825000.0,0,0,0,5.0,0.0,1,1,1,0,1
4.0,2800000.0,1000000,0,1000000,6.0,166666.6667,1,1,1,1,0
2.0,1825000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,1
4.0,2800000.0,1000000,0,1000000,6.0,166666.6667,1,1,0,1,0
3.0,2600000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,1
3.0,2400000.0,500000,0,500000,5.0,100000.0,1,1,1,0,1
2.0,1925000.0,2000000,0,2000000,4.0,500000.0,1,1,1,0,1
4.0,3200000.0,500000,2000000,2500000,6.0,416666.6667,1,1,0,0,1
1.0,400000.0,1200000,0,1200000,5.0,240000.0,1,1,0,0,1
3.0,2400000.0,1000000,0,1000000,4.0,250000.0,1,1,1,1,1
2.0,2000000.0,800000,0,800000,5.0,160000.0,1,1,0,1,1
3.0,2400000.0,800000,0,800000,5.0,160000.0,1,1,0,0,0
2.0,1925000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,1
4.0,3200000.0,1300000,0,1300000,5.0,260000.0,1,1,1,0,1
4.0,3200000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,1
3.0,2400000.0,1500000,300000,1800000,8.0,225000.0,1,1,1,0,1
5.0,3680000.0,2000000,0,2000000,5.0,400000.0,1,1,1,0,1
1.0,400000.0,0,1000000,1000000,5.0,200000.0,0,1,1,0,0
2.0,1925000.0,0,1000000,1000000,3.0,333333.3333,1,1,0,0,1
4.0,2800000.0,700000,0,700000,4.0,175000.0,1,1,0,0,1
2.0,2000000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
3.0,2400000.0,1500000,0,1500000,6.0,250000.0,1,1,0,0,0
4.0,3200000.0,800000,400000,1200000,4.0,300000.0,1,1,1,0,0
2.0,1925000.0,0,1500000,1500000,5.0,300000.0,1,1,1,1,0
4.0,3200000.0,2000000,0,2000000,5.0,400000.0,1,1,0,0,1
3.0,2600000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,0
3.0,2600000.0,1500000,0,1500000,5.0,300000.0,1,1,0,1,1
3.0,2600000.0,2000000,0,2000000,3.0,666666.6667,1,1,1,0,1
4.0,3200000.0,2000000,0,2000000,5.0,400000.0,1,1,1,1,1
3.0,2400000.0,1500000,0,1500000,7.0,214285.7143,0,1,1,0,1
2.0,1925000.0,4000000,0,4000000,4.0,1000000.0,1,1,0,0,1
2.0,1925000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,1
2.0,1925000.0,1500000,0,1500000,7.0,214285.7143,1,1,0,0,0
3.0,2400000.0,1500000,0,1500000,5.0,300000.0,1,1,0,1,0
4.0,3600000.0,0,1500000,1500000,5.0,300000.0,1,1,1,0,0
4.0,2800000.0,600000,0,600000,7.0,85714.28571,1,0,0,0,1
2.0,1825000.0,1500000,0,1500000,7.0,214285.7143,1,1,0,0,0
3.0,2400000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,1
4.0,3200000.0,1200000,0,1200000,4.0,300000.0,1,1,1,0,1
3.0,2400000.0,1000000,750000,1750000,5.0,350000.0,1,1,0,0,0
3.0,2400000.0,800000,0,800000,8.0,100000.0,1,1,1,0,1
4.0,3200000.0,700000,0,700000,4.0,175000.0,1,1,0,0,1
4.0,3200000.0,1000000,0,1000000,3.0,333333.3333,1,0,1,0,1
4.0,3200000.0,750000,0,750000,4.0,187500.0,1,1,1,0,1
1.0,400000.0,0,1000000,1000000,5.0,200000.0,0,1,0,0,0
3.0,2600000.0,1500000,0,1500000,5.0,300000.0,1,1,1,1,1
2.0,1925000.0,2500000,0,2500000,5.0,500000.0,1,1,1,1,0
3.0,2600000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,0
2.0,2075000.0,3600000,500000,4100000,6.0,683333.3333,1,1,1,0,1
2.0,1825000.0,800000,0,800000,4.0,200000.0,1,1,1,0,1
2.0,2075000.0,1500000,0,1500000,6.0,250000.0,1,1,1,0,1
4.0,3200000.0,0,1200000,1200000,5.0,240000.0,1,1,1,0,1
3.0,2600000.0,1000000,0,1000000,6.0,166666.6667,1,1,1,0,1
2.0,1825000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,1
4.0,3600000.0,1500000,0,1500000,4.0,375000.0,1,1,0,0,1
2.0,1825000.0,2000000,0,2000000,8.0,250000.0,1,1,0,0,0
2.0,1825000.0,1200000,0,1200000,5.0,240000.0,1,1,1,0,1
4.0,3200000.0,1000000,800000,1800000,6.0,300000.0,1,1,1,0,1
2.0,1825000.0,2000000,500000,2500000,5.0,500000.0,1,1,0,0,1
2.0,1825000.0,1000000,0,1000000,6.0,166666.6667,1,1,1,0,1
1.0,400000.0,0,0,0,7.0,0.0,0,1,1,1,0
3.0,2600000.0,800000,0,800000,3.0,266666.6667,1,1,0,0,0
2.0,1925000.0,1500000,0,1500000,7.0,214285.7143,1,1,0,0,1
3.0,2750000.0,1800000,0,1800000,4.0,450000.0,1,1,1,0,1
4.0,2800000.0,1000000,0,1000000,4.0,250000.0,1,0,0,0,1
2.0,1925000.0,1000000,0,1000000,8.0,125000.0,1,1,1,0,1
4.0,3200000.0,1500000,0,1500000,5.0,300000.0,1,1,0,0,0
2.0,1925000.0,1000000,0,1000000,5.0,200000.0,1,1,0,0,0
3.0,2600000.0,1200000,0,1200000,6.0,200000.0,1,1,1,0,1
3.0,2400000.0,1200000,0,1200000,6.0,200000.0,1,1,1,0,0
4.0,4000000.0,800000,0,800000,4.0,200000.0,1,1,0,0,0
2.0,1925000.0,800000,0,800000,5.0,160000.0,1,1,1,0,1
2.0,2000000.0,1500000,0,1500000,9.0,166666.6667,1,1,1,0,1
1.0,400000.0,0,1200000,1200000,3.0,400000.0,0,1,0,0,0
2.0,1925000.0,800000,0,800000,5.0,160000.0,1,1,1,0,0
3.0,2600000.0,1500000,0,1500000,5.0,300000.0,1,1,1,0,1
3.0,2600000.0,1700000,0,1700000,5.0,340000.0,1,1,1,1,1
2.0,1825000.0,800000,0,800000,7.0,114285.7143,1,1,1,0,1
3.0,2400000.0,500000,1000000,1500000,6.0,250000.0,1,1,1,0,1
2.0,2075000.0,700000,0,700000,4.0,175000.0,1,1,1,0,1
3.0,3250000.0,2000000,0,2000000,6.0,333333.3333,1,1,1,0,0
3.0,2600000.0,800000,0,800000,8.0,100000.0,1,1,1,0,0
2.0,1925000.0,900000,0,900000,5.0,180000.0,1,1,0,0,0
2.0,1825000.0,0,950000,950000,8.0,118750.0,0,1,1,1,1
1.0,400000.0,0,2400000,2400000,3.0,800000.0,0,1,1,0,1
5.0,3220000.0,750000,0,750000,4.0,187500.0,1,1,1,0,1
2.0,1825000.0,0,0,0,3.0,0.0,1,1,1,0,1
2.0,1825000.0,2000000,0,2000000,7.0,285714.2857,1,1,1,0,1
4.0,2800000.0,900000,0,900000,5.0,180000.0,1,1,1,0,1
3.0,2400000.0,1000000,0,1000000,5.0,200000.0,1,1,1,0,1
2.0,2000000.0,0,0,0,7.0,0.0,1,1,1,0,1
3.0,2400000.0,2500000,0,2500000,3.0,833333.3333,1,0,1,0,1
6.0,4200000.0,3597800,0,3597800,13.0,276753.8462,1,1,1,0,1
1.0,400000.0,0,0,0,5.0,0.0,0,1,0,0,0
2.0,1825000.0,1400000,0,1400000,4.0,350000.0,1,1,0,0,0
4.0,4000000.0,650000,0,650000,4.0,162500.0,1,1,1,0,1
4.0,3200000.0,1000000,0,1000000,4.0,250000.0,1,1,1,0,1
2.0,1825000.0,0,1500000,1500000,4.0,375000.0,1,1,1,0,1
2.0,1925000.0,800000,0,800000,4.0,200000.0,1,1,1,0,1
2.0,1825000.0,0,500000,500000,5.0,100000.0,1,1,1,0,1
3.0,2600000.0,3000000,0,3000000,5.0,600000.0,1,1,1,0,1
4.0,3200000.0,3500000,0,3500000,6.0,583333.3333,1,1,1,0,1
2.0,1925000.0,1500000,0,1500000,6.0,250000.0,1,1,0,1,1
2.0,1925000.0,1000000,0,1000000,7.0,142857.1429,1,1,1,0,1
5.0,3220000.0,1583000,0,1583000,5.0,316600.0,1,1,1,0,1
4.0,2800000.0,1000000,0,1000000,7.0,142857.1429,1,1,0,0,0
3.0,2400000.0,750000,0,750000,6.0,125000.0,1,0,1,0,1
2.0,1900000.0,1500000,0,1500000,4.0,375000.0,1,1,1,0,0
2.0,1825000.0,0,0,0,4.0,0.0,1,1,1,0,0
